row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft)
37,2,Bottom,Noah Skirrow,Justin Connell,0,0,Called Strike,,0,FALSE,FALSE,FALSE,0-0,0,0,11,624479,,R,R,2-Jun,OF,5.86,5/1/2025 22:54,92.52,2357,12:45,19.48,6.68,-4.46,-2.21,-0.19,3.19,6.02,2.42,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
38,2,Bottom,Noah Skirrow,Justin Connell,0,1,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,12,624479,,R,R,2-Jun,OF,5.88,5/1/2025 22:54,92.7,2369,1:00,17.61,8.55,-6.22,-3.22,-1.17,1.5,5.87,2.54,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
39,2,Bottom,Noah Skirrow,Justin Connell,1,1,Called Strike,,0,FALSE,FALSE,FALSE,0-0,0,0,13,624479,,R,R,2-Jun,OF,5.7,5/1/2025 22:55,93.1,2263,1:15,14.28,11.39,-6.13,-1.62,0.21,1.82,5.87,2.66,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
40,2,Bottom,Noah Skirrow,Justin Connell,1,2,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,14,624479,,R,R,2-Jun,OF,5.42,5/1/2025 22:55,83.54,2706,7:00,-3.04,-2.8,-8.39,-4.11,-1.02,1.72,5.8,2.6,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
41,2,Bottom,Noah Skirrow,Justin Connell,2,2,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,15,624479,,R,R,2-Jun,OF,5.37,5/1/2025 22:55,82.97,2652,6:30,-3.41,-1.55,-10.36,-5.06,-2.08,-0.02,5.83,2.55,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
42,2,Bottom,Noah Skirrow,Justin Connell,3,2,,P4,0,FALSE,FALSE,FALSE,0-0,0,0,16,624479,,R,R,2-Jun,OF,5.83,5/1/2025 22:56,93.4,2369,1:30,17.9,14.94,-4.71,-0.73,0.56,2.85,5.87,2.48,Four-Seam,"hsla(0, 0%, 58%, 1)",,Popup,67.59,51.99,Justin Connell,5/1/2025 18:56,8.06,11.61,162.6
43,2,Bottom,Noah Skirrow,Jairus Richards,0,0,Foul,,1,FALSE,FALSE,FALSE,0-0,0,0,17,624479,,R,L,Jun-00,OF,6,5/1/2025 22:56,93.25,2402,1:00,16.43,8.63,-4.58,-1.47,0.33,3.12,5.9,2.41,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
44,2,Bottom,Noah Skirrow,Jairus Richards,0,1,Called Strike,,1,FALSE,FALSE,FALSE,0-0,0,0,18,624479,,R,L,Jun-00,OF,6.02,5/1/2025 22:56,94.03,2512,1:15,18.55,12.41,-4.81,-2.3,-0.54,2.45,5.67,2.62,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
45,2,Bottom,Noah Skirrow,Jairus Richards,0,2,,fly out,1,FALSE,FALSE,FALSE,0-0,0,0,19,624479,,R,L,Jun-00,OF,11.95,5/1/2025 22:57,179.05,4328,12:45,17.49,22.3,-14.64,-4.58,-0.96,2.56,5.76,2.58,ChangeUp,"hsla(0, 0%, 58%, 1)",,GroundBall,99.81,–49.33,Jairus Richards,5/1/2025 18:57,–4.45,–6.36,21.76
46,2,Bottom,Noah Skirrow,William Simoneit,0,0,Ball,,2,FALSE,FALSE,FALSE,0-0,0,0,20,624479,,R,R,3-Jun,C,5.38,5/1/2025 22:57,81.47,2636,7:30,-3.89,-5.4,-9.41,-4.38,-0.98,1.05,5.82,2.68,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
47,2,Bottom,Noah Skirrow,William Simoneit,1,0,,fly out to center field,2,FALSE,FALSE,FALSE,0-0,0,0,21,624479,,R,R,3-Jun,C,5.7,5/1/2025 22:57,92.74,2278,2:00,11.39,17.44,-4.55,-0.99,0.34,3.45,5.75,2.71,Sinker,"hsla(0, 0%, 58%, 1)",,FlyBall,80.21,34.01,Will Simoneit,5/1/2025 18:57,–1.53,2.41,290.33
71,3,Bottom,Noah Skirrow,Jeffrey Wehler,0,0,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,22,624479,,R,R,Jun-00,IF,5.96,5/1/2025 23:12,92.47,2311,1:45,14.8,17.82,-6.58,-1.7,-0.6,1.44,5.9,2.46,Sinker,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
72,3,Bottom,Noah Skirrow,Jeffrey Wehler,1,0,Swinging Strike,,0,FALSE,FALSE,FALSE,0-0,0,0,23,624479,,R,R,Jun-00,IF,5.81,5/1/2025 23:12,92.33,2340,1:45,13.27,18.07,-6.27,-0.49,0.54,1.77,5.77,2.51,Sinker,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
73,3,Bottom,Noah Skirrow,Jeffrey Wehler,1,1,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,24,624479,,R,R,Jun-00,IF,6.4,5/1/2025 23:12,87.34,1825,2:30,8.26,20.92,-8.85,-1.55,-0.56,0.01,5.71,2.61,ChangeUp,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
74,3,Bottom,Noah Skirrow,Jeffrey Wehler,2,1,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,25,624479,,R,R,Jun-00,IF,5.34,5/1/2025 23:12,82.31,2678,6:45,-4.55,-2.45,-6.37,-3.01,-0.02,3.94,5.84,2.61,Curveball,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
75,3,Bottom,Noah Skirrow,Jeffrey Wehler,3,1,Swinging Strike,,0,FALSE,FALSE,FALSE,0-0,0,0,26,624479,,R,R,Jun-00,IF,5.7,5/1/2025 23:13,92.53,2433,12:45,19.86,7.68,-4.39,-1.58,0.34,3.12,5.92,2.45,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
76,3,Bottom,Noah Skirrow,Jeffrey Wehler,3,2,Swinging Strike,strike out,0,FALSE,FALSE,FALSE,0-0,0,0,27,624479,,R,R,Jun-00,IF,5.97,5/1/2025 23:13,93.14,2453,12:45,20.02,7.2,-3.83,-2.12,-0.15,3.56,5.88,2.42,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
77,3,Bottom,Noah Skirrow,Tomo Otosaka,0,0,Ball,,1,FALSE,FALSE,FALSE,0-0,0,0,28,624479,,R,L,11-May,OF,6.35,5/1/2025 23:13,88.07,1789,2:15,7.17,14.82,-7.71,-2.42,-1,1.17,5.79,2.46,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
78,3,Bottom,Noah Skirrow,Tomo Otosaka,1,0,Ball,,1,FALSE,FALSE,FALSE,0-0,0,0,29,624479,,R,L,11-May,OF,6.16,5/1/2025 23:14,86.62,1749,2:30,6.8,19.38,-6.87,-0.07,1.04,2.04,5.7,2.72,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
79,3,Bottom,Noah Skirrow,Tomo Otosaka,2,0,Ball,,1,FALSE,FALSE,FALSE,0-0,0,0,30,624479,,R,L,11-May,OF,5.75,5/1/2025 23:14,92.75,2418,12:45,20.86,8.17,-4.34,-0.97,0.65,3.14,6,2.23,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
80,3,Bottom,Noah Skirrow,Tomo Otosaka,3,0,,Walk,1,FALSE,FALSE,FALSE,0-0,0,0,31,624479,,R,L,11-May,OF,5.79,5/1/2025 23:14,92.89,2430,12:45,20.68,9.08,-4.72,-0.83,0.81,2.69,5.92,2.34,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
81,3,Bottom,Noah Skirrow,Jalen Miller,0,0,Foul,,1,TRUE,FALSE,FALSE,0-0,0,0,32,624479,,R,R,Jun-00,2B,,,,,,,,,,,,,,,,,,,,,,,,
81,3,Bottom,Noah Skirrow,Jalen Miller,0,0,Foul,,1,TRUE,FALSE,FALSE,0-0,0,0,32,624479,,R,R,,P,,,,,,,,,,,,,,,,,,,,,,,,
82,3,Bottom,Noah Skirrow,Jalen Miller,0,1,Foul,,1,TRUE,FALSE,FALSE,0-0,0,0,33,624479,,R,R,Jun-00,2B,,,,,,,,,,,,,,,,,,,,,,,,
82,3,Bottom,Noah Skirrow,Jalen Miller,0,1,Foul,,1,TRUE,FALSE,FALSE,0-0,0,0,33,624479,,R,R,,P,,,,,,,,,,,,,,,,,,,,,,,,
83,3,Bottom,Noah Skirrow,Jalen Miller,0,2,,double,1,TRUE,FALSE,FALSE,0-0,0,0,34,624479,,R,R,Jun-00,2B,,,,,,,,,,,,,,,,,LineDrive,106.17,18.77,Jalen Miller,5/1/2025 19:16,–19.10,–29.45,379.99
84,3,Bottom,Noah Skirrow,Frankie Tostado,0,0,Called Strike,,1,FALSE,TRUE,TRUE,0-0,0,0,35,624479,,R,L,2-Jun,1B,,,,,,,,,,,,,,,,,,,,,,,,
85,3,Bottom,Noah Skirrow,Frankie Tostado,0,1,Called Strike,,1,FALSE,TRUE,TRUE,0-0,0,0,36,624479,,R,L,2-Jun,1B,,,,,,,,,,,,,,,,,,,,,,,,
86,3,Bottom,Noah Skirrow,Frankie Tostado,0,2,Ball,,1,FALSE,TRUE,TRUE,0-0,0,0,37,624479,,R,L,2-Jun,1B,,,,,,,,,,,,,,,,,,,,,,,,
87,3,Bottom,Noah Skirrow,Frankie Tostado,1,2,,sacrifice fly to center fielder,1,FALSE,FALSE,FALSE,0-0,0,0,38,624479,,R,L,2-Jun,1B,,,,,,,,,,,,,,,,,FlyBall,102.63,18.38,Frankie Tostado,5/1/2025 19:18,8.64,3.2,360.57
88,3,Bottom,Noah Skirrow,Alerick Soularie,0,0,Swinging Strike,,2,FALSE,FALSE,FALSE,0-0,0,0,39,624479,,R,R,Jun-00,OF,5.25,5/1/2025 23:19,82.78,2833,8:15,-2.05,-7.04,-9.08,-4.49,-0.94,1.2,5.89,2.69,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
89,3,Bottom,Noah Skirrow,Alerick Soularie,0,1,Foul,,2,FALSE,FALSE,FALSE,0-0,0,0,40,624479,,R,R,Jun-00,OF,5.67,5/1/2025 23:20,93.18,2241,1:45,12.06,16.12,-4.91,-0.57,0.84,2.98,5.72,2.71,Sinker,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
90,3,Bottom,Noah Skirrow,Alerick Soularie,0,2,Ball,,2,FALSE,FALSE,FALSE,0-0,0,0,41,624479,,R,R,Jun-00,OF,5.42,5/1/2025 23:20,82.93,2723,8:00,0.29,-2.09,-9.43,-5.11,-1.99,0.55,5.82,2.63,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
91,3,Bottom,Noah Skirrow,Alerick Soularie,1,2,Ball,,2,FALSE,FALSE,FALSE,0-0,0,0,42,624479,,R,R,Jun-00,OF,6.03,5/1/2025 23:21,90.23,2529,12:45,10.75,4.67,-7.82,-4.27,-1.78,0.59,5.76,2.58,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
92,3,Bottom,Noah Skirrow,Alerick Soularie,2,2,Ball,,2,FALSE,FALSE,FALSE,0-0,0,0,43,624479,,R,R,Jun-00,OF,5.87,5/1/2025 23:21,89.58,2510,1:00,10.01,4.86,-7.32,-3.6,-0.94,1.04,5.62,2.81,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
93,3,Bottom,Noah Skirrow,Alerick Soularie,3,2,,home run,2,FALSE,FALSE,FALSE,0-1,0,1,44,624479,,R,R,Jun-00,OF,5.93,5/1/2025 23:21,92.71,2502,1:45,16.34,17.3,-6.02,-1.31,0,1.75,5.75,2.66,Four-Seam,"hsla(0, 0%, 58%, 1)",R,FlyBall,108.66,23.95,Alerick Soularie,5/1/2025 19:21,–14.33,–18.48,417.97
94,3,Bottom,Noah Skirrow,Osvaldo Tovalin,0,0,Swinging Strike,,2,FALSE,FALSE,FALSE,0-1,0,1,45,624479,,R,L,2-Jun,IF,6.08,5/1/2025 23:22,94.14,2488,1:00,17.14,8.9,-3.69,-1.4,0.41,3.82,5.9,2.44,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
95,3,Bottom,Noah Skirrow,Osvaldo Tovalin,0,1,Foul,,2,FALSE,FALSE,FALSE,0-1,0,1,46,624479,,R,L,2-Jun,IF,5.36,5/1/2025 23:22,82.76,2717,9:15,2.64,-9.14,-7.48,-3.95,-0.31,2.24,5.84,2.63,Slider,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
96,3,Bottom,Noah Skirrow,Osvaldo Tovalin,0,2,Foul,,2,FALSE,FALSE,FALSE,0-1,0,1,47,624479,,R,L,2-Jun,IF,6.04,5/1/2025 23:23,93.89,2454,1:00,19.17,10.93,-3.32,-1.42,0.33,3.97,5.84,2.56,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
97,3,Bottom,Noah Skirrow,Osvaldo Tovalin,0,2,,single,2,FALSE,FALSE,FALSE,0-1,0,1,48,624479,,R,L,2-Jun,IF,6.02,5/1/2025 23:23,87.27,1761,2:15,7.66,17.03,-6.46,0.1,1.4,2.32,5.78,2.73,ChangeUp,"hsla(0, 0%, 58%, 1)",L,FlyBall,69.64,24.06,Osvaldo Tovalin,5/1/2025 19:23,–26.44,–31.53,229.65
98,3,Bottom,Noah Skirrow,Justin Connell,0,0,Ball,,2,TRUE,FALSE,FALSE,0-1,0,1,49,624479,,R,R,2-Jun,OF,5.83,5/1/2025 23:24,91.86,2259,1:45,10.47,12.15,-5.8,-2.22,-0.48,2.41,5.82,2.59,Sinker,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
99,3,Bottom,Noah Skirrow,Justin Connell,1,0,Called Strike,,2,TRUE,FALSE,FALSE,0-1,0,1,50,624479,,R,R,2-Jun,OF,6,5/1/2025 23:25,91.59,2428,1:15,16.75,12.31,-5.87,-1.66,-0.3,1.93,5.9,2.27,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
100,3,Bottom,Noah Skirrow,Justin Connell,1,1,Ball,,2,TRUE,FALSE,FALSE,0-1,0,1,51,624479,,R,R,2-Jun,OF,5.92,5/1/2025 23:25,91.95,2385,1:15,16.98,13.38,-6.57,-0.99,0.34,1.23,5.9,2.37,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
101,3,Bottom,Noah Skirrow,Justin Connell,2,1,Foul,,2,TRUE,FALSE,FALSE,0-1,0,1,52,624479,,R,R,2-Jun,OF,5.11,5/1/2025 23:25,81.44,2586,8:15,-0.99,-5.81,-7.97,-3.57,-0.23,2.17,5.87,2.65,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
102,3,Bottom,Noah Skirrow,Justin Connell,2,2,Ball,,2,TRUE,FALSE,FALSE,0-1,0,1,53,624479,,R,R,2-Jun,OF,5.35,5/1/2025 23:26,83.99,2717,8:45,0.88,-2.45,-9.67,-5.18,-2.09,0.21,5.84,2.58,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
103,3,Bottom,Noah Skirrow,Justin Connell,3,2,,Walk,2,TRUE,FALSE,FALSE,0-1,0,1,54,624479,,R,R,2-Jun,OF,5.77,5/1/2025 23:26,92.11,2412,12:45,18.82,8.56,-3,-1.85,-0.05,4.57,5.97,2.39,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
104,3,Bottom,Noah Skirrow,Jairus Richards,0,0,Called Strike,,2,TRUE,TRUE,FALSE,0-1,0,1,55,624479,,R,L,Jun-00,OF,5.88,5/1/2025 23:27,84.99,1660,2:30,5.97,16.36,-7.06,-1.57,-0.16,1.98,5.65,2.66,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
105,3,Bottom,Noah Skirrow,Jairus Richards,0,1,Swinging Strike,,2,TRUE,TRUE,FALSE,0-1,0,1,56,624479,,R,L,Jun-00,OF,6.19,5/1/2025 23:27,91.77,2427,1:00,17.46,9.06,-4.85,-2.3,-0.5,2.83,5.85,2.38,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
106,3,Bottom,Noah Skirrow,Jairus Richards,0,2,Ball,,2,TRUE,TRUE,FALSE,0-1,0,1,57,624479,,R,L,Jun-00,OF,5.87,5/1/2025 23:28,91.64,2378,1:00,17.35,8.71,-2.93,-1.35,0.49,4.72,5.9,2.47,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
107,3,Bottom,Noah Skirrow,Jairus Richards,1,2,Ball,,2,TRUE,TRUE,FALSE,0-1,0,1,58,624479,,R,L,Jun-00,OF,5.66,5/1/2025 23:28,86.59,1782,2:30,5.8,16.36,-8.13,-0.88,0.38,0.86,5.67,2.57,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
108,3,Bottom,Noah Skirrow,Jairus Richards,2,2,Foul,,2,TRUE,TRUE,FALSE,0-1,0,1,59,624479,,R,L,Jun-00,OF,5.8,5/1/2025 23:28,91.69,2383,1:15,16.11,11.89,-4.63,-1.22,0.43,3.1,5.79,2.55,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
109,3,Bottom,Noah Skirrow,Jairus Richards,2,2,Ball,,2,TRUE,TRUE,FALSE,0-1,0,1,60,624479,,R,L,Jun-00,OF,5.31,5/1/2025 23:29,82.69,2574,9:00,1.28,-8.62,-8.37,-4.79,-1.21,1.59,5.9,2.58,Slider,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
110,3,Bottom,Noah Skirrow,Jairus Richards,3,2,,L8,2,TRUE,TRUE,FALSE,0-1,0,1,61,624479,,R,L,Jun-00,OF,6.1,5/1/2025 23:29,91.83,2396,1:15,16.02,10.83,-4.88,-1.75,0.04,2.81,5.76,2.55,Four-Seam,"hsla(0, 0%, 58%, 1)",L,FlyBall,86.66,27.53,Jairus Richards,5/1/2025 19:29,–0.31,–8.94,316.23
133,4,Bottom,Noah Skirrow,William Simoneit,0,0,Called Strike,,0,FALSE,FALSE,FALSE,0-1,0,1,62,624479,,R,R,3-Jun,C,5.62,5/1/2025 23:41,85.42,2487,10:15,5.18,-5.74,-6.67,-4.11,-0.7,2.64,5.89,2.66,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
134,4,Bottom,Noah Skirrow,William Simoneit,0,1,Foul,,0,FALSE,FALSE,FALSE,0-1,0,1,63,624479,,R,R,3-Jun,C,5.71,5/1/2025 23:41,86.35,2415,11:00,6.74,-3.63,-6.69,-3.27,-0.16,2.39,5.86,2.6,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
135,4,Bottom,Noah Skirrow,William Simoneit,0,2,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,64,624479,,R,R,3-Jun,C,5.66,5/1/2025 23:41,85.72,2533,10:30,3.88,-3.08,-7.07,-4.31,-1.19,2.3,5.88,2.58,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
136,4,Bottom,Noah Skirrow,William Simoneit,1,2,Foul,,0,FALSE,FALSE,FALSE,0-1,0,1,65,624479,,R,R,3-Jun,C,5.45,5/1/2025 23:42,82.68,2648,7:30,-4.07,-5.56,-7.51,-4.77,-1.36,2.75,5.81,2.65,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
137,4,Bottom,Noah Skirrow,William Simoneit,1,2,,single,0,FALSE,FALSE,FALSE,0-1,0,1,66,624479,,R,R,3-Jun,C,5.76,5/1/2025 23:42,93.02,2344,12:45,18.75,8.42,-5.31,-1.23,0.56,2.28,5.86,2.41,Four-Seam,"hsla(0, 0%, 58%, 1)",R,Popup,74.94,24.43,Will Simoneit,5/1/2025 19:42,1.13,5.72,233.73
138,4,Bottom,Noah Skirrow,Jeffrey Wehler,0,0,Ball,,0,TRUE,FALSE,FALSE,0-1,0,1,67,624479,,R,R,Jun-00,IF,5.54,5/1/2025 23:43,84.06,2481,10:15,4.34,-4.42,-6.71,-4.07,-0.88,2.73,5.84,2.57,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
139,4,Bottom,Noah Skirrow,Jeffrey Wehler,1,0,Foul,,0,TRUE,FALSE,FALSE,0-1,0,1,68,624479,,R,R,Jun-00,IF,5.52,5/1/2025 23:43,86.02,2491,10:45,4.78,-2.93,-7.36,-2.98,0.02,1.88,5.82,2.56,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
140,4,Bottom,Noah Skirrow,Jeffrey Wehler,1,1,Ball,,0,TRUE,FALSE,FALSE,0-1,0,1,69,624479,,R,R,Jun-00,IF,5.56,5/1/2025 23:43,91.92,2287,1:45,11.62,14.46,-5.5,0.67,1.99,2.56,5.7,2.57,Sinker,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
141,4,Bottom,Noah Skirrow,Jeffrey Wehler,2,1,Ball,,0,TRUE,FALSE,FALSE,0-1,0,1,70,624479,,R,R,Jun-00,IF,5.6,5/1/2025 23:44,84.3,2456,8:45,0.72,-4.39,-6.9,-4.24,-0.96,2.85,5.8,2.64,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
142,4,Bottom,Noah Skirrow,Jeffrey Wehler,3,1,,Walk,0,TRUE,FALSE,FALSE,0-1,0,1,71,624479,,R,R,Jun-00,IF,5.74,5/1/2025 23:44,86.58,2459,10:45,5.23,-2.85,-7.75,-4.81,-1.8,1.54,5.82,2.45,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
143,4,Bottom,Noah Skirrow,Tomo Otosaka,0,0,Ball,,0,TRUE,TRUE,FALSE,0-1,0,1,72,624479,,R,L,11-May,OF,6.24,5/1/2025 23:45,86.46,1766,2:15,6.47,13.07,-8.69,-2.34,-0.62,0.32,5.57,2.63,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
144,4,Bottom,Noah Skirrow,Tomo Otosaka,1,0,Ball,,0,TRUE,TRUE,FALSE,0-1,0,1,73,624479,,R,L,11-May,OF,5.18,5/1/2025 23:46,79.9,2592,8:30,-0.7,-6.35,-8.65,-3.42,0.12,1.57,5.72,2.81,Slider,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
145,4,Bottom,Noah Skirrow,Tomo Otosaka,2,0,Called Strike,,0,TRUE,TRUE,FALSE,0-1,0,1,74,624479,,R,L,11-May,OF,5.85,5/1/2025 23:46,92.98,2402,1:15,17,11.6,-5.95,-2.32,-0.67,1.85,5.91,2.45,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
146,4,Bottom,Noah Skirrow,Tomo Otosaka,2,1,,fielders choice,0,TRUE,TRUE,FALSE,0-1,0,1,75,624479,,R,L,11-May,OF,5.51,5/1/2025 23:46,85.84,2504,11:15,2.91,-0.77,-7.63,-2.91,-0.06,1.78,5.83,2.59,Slider,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
