row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft)
352,9,Bottom,Phillip Diehl,Ryan Higgins,2,0,Called Strike,,0,TRUE,FALSE,TRUE,1-Jan,1,1,10,624479,,L,R,1-Jun,3B,5.64,5/2/2025 1:54,93.24,2452,1:15,19.24,14.38,-5.04,-0.68,-0.58,2.41,5.81,1.25,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
353,9,Bottom,Phillip Diehl,Ryan Higgins,2,1,Ball,,0,TRUE,FALSE,TRUE,1-Jan,1,1,11,624479,,L,R,1-Jun,3B,5.6,5/2/2025 1:47,93.68,2422,1:00,17.51,10.82,-4.28,-0.41,0.13,3.26,5.83,1.42,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
354,9,Bottom,Phillip Diehl,Ryan Higgins,3,1,,Walk,0,TRUE,FALSE,TRUE,1-Jan,1,1,12,624479,,L,R,1-Jun,3B,5.51,5/2/2025 1:47,92.69,2285,1:15,17.02,11.01,-4.66,-0.24,0.1,3.02,5.84,1.24,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
355,9,Bottom,Phillip Diehl,Justin Connell,0,0,Ball,,0,TRUE,TRUE,TRUE,1-Jan,1,1,13,624479,,L,R,2-Jun,OF,5.52,5/2/2025 1:50,92.48,2332,1:00,20.56,10.76,-4.61,1.65,2.01,2.83,5.84,1.36,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
356,9,Bottom,Phillip Diehl,Justin Connell,1,0,Ball,,0,FALSE,TRUE,TRUE,1-Jan,1,1,14,624479,,L,R,2-Jun,OF,5.59,5/2/2025 1:31,93.47,2375,1:15,20.11,12.98,-3.83,-0.18,-0.12,3.5,5.85,1.13,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
357,9,Bottom,Phillip Diehl,Justin Connell,2,0,Ball,,0,FALSE,TRUE,TRUE,1-Jan,1,1,15,624479,,L,R,2-Jun,OF,5.72,5/2/2025 1:20,95,2389,1:15,17.75,12.24,-5.08,-1.25,-1.08,2.47,5.86,1.1,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
358,9,Bottom,Phillip Diehl,Justin Connell,3,0,Called Strike,,0,FALSE,TRUE,TRUE,1-Jan,1,1,16,624479,,L,R,2-Jun,OF,5.65,5/2/2025 1:19,93.97,2416,1:00,19.81,11.04,-4.73,0.14,0.39,2.64,5.86,1.18,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
359,9,Bottom,Phillip Diehl,Justin Connell,3,1,,Walk,0,FALSE,TRUE,TRUE,1-Jan,1,1,17,624479,,L,R,2-Jun,OF,5.49,5/2/2025 1:14,93.18,2485,1:00,20.33,11.27,-3.97,1.11,1.38,3.35,5.86,1.28,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
360,9,Bottom,Phillip Diehl,Jairus Richards,0,0,Swinging Strike,,0,TRUE,TRUE,TRUE,1-Jan,1,1,18,624479,,L,L,Jun-00,OF,4.88,5/2/2025 1:58,84.73,2532,2:30,1.71,1.23,-7.55,3.84,1.28,1.85,5.56,-2.25,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
361,9,Bottom,Phillip Diehl,Jairus Richards,0,1,Ball,,0,TRUE,TRUE,TRUE,1-Jan,1,1,19,624479,,L,L,Jun-00,OF,4.83,5/2/2025 2:01,85.39,2468,12:00,2.57,0.02,-6.35,2.53,0.05,2.95,5.59,-2.34,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
362,9,Bottom,Phillip Diehl,Jairus Richards,1,1,Ball,,0,TRUE,TRUE,TRUE,1-Jan,1,1,20,624479,,L,L,Jun-00,OF,4.74,5/2/2025 1:58,84.78,2524,4:15,0.4,1.22,-7.87,3.03,0.64,1.67,5.59,-2.14,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
363,9,Bottom,Phillip Diehl,Jairus Richards,2,1,,fly out,0,TRUE,TRUE,TRUE,1-Jan,1,1,21,624479,,L,L,Jun-00,OF,4.76,5/2/2025 1:59,84.84,2507,3:00,1.43,1.94,-7.27,3.18,0.6,2.18,5.61,-2.26,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
365,9,Bottom,Phillip Diehl,William Simoneit,0,0,Called Strike,,4,TRUE,TRUE,TRUE,1-Jan,1,1,23,624479,,L,R,3-Jun,C,4.7,5/2/2025 2:00,91.95,2390,10:30,17.97,-15.68,-5.13,1.21,0.41,2.4,5.64,-2.04,Four-Seam,"hsla(0, 0%, 58%, 1)",,LineDrive,74.87,11.55,Jairus Richards,5/1/2025 21:59,–3.02,–4.99,150.61
366,9,Bottom,Phillip Diehl,William Simoneit,0,1,Foul,,4,TRUE,TRUE,TRUE,1-Jan,1,1,24,624479,,L,R,3-Jun,C,4.99,5/2/2025 2:00,91.69,2372,10:45,19.85,-15.2,-5.11,0.13,-0.65,2.26,5.65,-2.04,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
367,9,Bottom,Phillip Diehl,William Simoneit,0,2,,P5,4,TRUE,TRUE,TRUE,1-Jan,1,1,25,624479,,L,R,3-Jun,C,4.76,5/2/2025 1:59,90.96,2403,10:30,17.43,-16.55,-6.28,1.07,0.44,1.42,5.66,-1.96,Four-Seam,"hsla(0, 0%, 58%, 1)",,Popup,93.53,65.38,Will Simoneit,5/1/2025 22:01,–18.58,–18.38,231.05
