row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft),Umpire
221,6,Bottom,Nick Del Prado,Sam Dexter,0,2,Swinging Strike,strike out,1,FALSE,FALSE,FALSE,Jan-00,1,0,37,624166,,R,R,11-May,SS,5.64,5/1/2025 0:42,95.55,2128,1:00,17.95,8.98,-4.68,0.33,-0.54,3.55,6.67,-0.1,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
222,6,Bottom,Nick Del Prado,Dwight Childs,0,0,Called Strike,,2,FALSE,FALSE,FALSE,Jan-00,1,0,38,624166,,R,R,,C,5.62,5/1/2025 0:42,93.1,2051,12:30,22.29,7.17,-5.71,0.47,-0.39,2.15,6.46,-0.23,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
223,6,Bottom,Nick Del Prado,Dwight Childs,0,1,,fly out to left field,2,FALSE,FALSE,FALSE,Jan-00,1,0,39,624166,,R,R,,C,5.6,5/1/2025 0:43,93.92,2094,12:30,22.46,5.32,-4.9,0.24,-0.39,3.09,6.69,-0.17,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
224,7,Top,Jalen Miller,Zach Daniels,0,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,20,624166,,R,R,,OF,4.98,5/1/2025 0:46,76.61,2268,8:45,1.36,-3.9,-6.85,-2.67,-0.79,3.94,6.02,1.4,Slider,"hsla(49, 100%, 44%,1)",R,,,,,,,,,Miguel De La Cruz Segura
225,7,Top,Jalen Miller,Zach Daniels,1,0,Swinging Strike,,0,FALSE,FALSE,FALSE,Jan-00,1,0,21,624166,,R,R,,OF,5.57,5/1/2025 0:46,90.56,2297,1:15,20.24,12.78,-4.25,0.5,0.77,3.47,5.94,1.36,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
226,7,Top,Jalen Miller,Zach Daniels,1,1,,fly out to right field,0,FALSE,FALSE,FALSE,Jan-00,1,0,22,624166,,R,R,,OF,5.42,5/1/2025 0:46,91.07,2308,1:00,19.84,10.32,-5.06,-0.29,0.04,2.75,5.96,1.17,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
227,7,Top,Jalen Miller,Ariel Pestano Jr.,0,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,23,624166,,R,R,,C,5.93,5/1/2025 0:47,81.35,2342,1:30,18.45,15.36,-7.14,-0.46,-0.25,1.4,5.72,1.45,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
228,7,Top,Jalen Miller,Ariel Pestano Jr.,1,0,,fly out,1,FALSE,FALSE,FALSE,Jan-00,1,0,24,624166,,R,R,,C,5.83,5/1/2025 0:47,78.99,2287,1:00,18.96,11.04,-6.68,-0.41,0.24,2.11,5.82,1.54,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
229,7,Top,Jalen Miller,Benjamin Blackwell,0,0,Ball,,2,FALSE,FALSE,FALSE,Jan-00,1,0,25,624166,,R,R,,IF,5.59,5/1/2025 0:48,89.01,2296,12:45,20.06,7.85,-5.18,1.32,1.82,2.6,5.89,1.24,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
230,7,Top,Jalen Miller,Benjamin Blackwell,1,0,Swinging Strike,,2,FALSE,FALSE,FALSE,Jan-00,1,0,26,624166,,R,R,,IF,5.58,5/1/2025 0:48,89.68,2080,12:30,22.22,5.66,-5.79,-0.37,0.44,1.8,5.92,1.25,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
231,7,Top,Jalen Miller,Benjamin Blackwell,1,1,Ball,,2,FALSE,FALSE,FALSE,Jan-00,1,0,27,624166,,R,R,,IF,5.24,5/1/2025 0:48,77.3,2141,7:00,-0.91,-1.62,-8.86,-2.99,-1.3,1.78,5.84,1.38,Curveball,"hsla(49, 100%, 44%,1)",R,,,,,,,,,Miguel De La Cruz Segura
232,7,Top,Jalen Miller,Benjamin Blackwell,2,1,,triple,2,FALSE,FALSE,FALSE,Jan-00,1,0,28,624166,,R,R,,IF,5.46,5/1/2025 0:49,89.13,2248,12:30,21.27,4.81,-5.2,0.2,0.52,2.6,6.02,0.73,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
233,7,Top,Jalen Miller,Jonathan Soto,0,0,Foul,,2,FALSE,FALSE,TRUE,Jan-00,1,0,29,624166,,R,R,,C,5.59,5/1/2025 0:49,89.73,2146,1:00,18.58,8.48,-5.77,0.22,0.36,2.08,5.78,0.86,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
234,7,Top,Jalen Miller,Jonathan Soto,0,1,Swinging Strike,,2,FALSE,FALSE,TRUE,Jan-00,1,0,30,624166,,R,R,,C,5.8,5/1/2025 0:50,79.89,2323,1:30,16.35,15.74,-6.4,0,-0.13,2.55,5.8,1.18,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
235,7,Top,Jalen Miller,Jonathan Soto,0,2,,dropped 3rd strike: KS 2,2,FALSE,FALSE,TRUE,Jan-00,1,0,31,624166,,R,R,,C,5.98,5/1/2025 0:50,78.17,2492,2:15,10,19.39,-8.91,0.42,-0.14,0.81,5.79,1.09,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
236,7,Bottom,Nick Del Prado,Jackson Loftin,0,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,40,624166,,R,R,2-Jun,U,5.1,5/1/2025 0:52,82.74,2061,8:00,-0.49,-3.72,-7.43,-2.04,-1.43,3.25,6.47,0.18,Slider,"hsla(49, 100%, 44%,1)",,,,,,,,,,Miguel De La Cruz Segura
237,7,Bottom,Nick Del Prado,Jackson Loftin,1,0,,fly out to left field,0,FALSE,FALSE,FALSE,Jan-00,1,0,41,624166,,R,R,2-Jun,U,5.65,5/1/2025 0:53,91.37,1998,12:15,20.31,3.18,-5.73,0.95,0.64,2.52,6.56,0.01,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
238,7,Bottom,Nick Del Prado,John Taylor,0,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,42,624166,,R,L,,2B,5.47,5/1/2025 0:53,92.25,1944,12:15,17.62,2.28,-4.24,-0.34,-0.44,4.18,6.63,0.07,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
239,7,Bottom,Nick Del Prado,John Taylor,1,0,,single,1,FALSE,FALSE,FALSE,Jan-00,1,0,43,624166,,R,L,,2B,5.53,5/1/2025 0:53,92.51,2001,12:00,17.4,1.05,-5.54,0.02,0.07,2.84,6.52,0.14,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
240,7,Bottom,Nick Del Prado,Ethan Wilson,0,0,Called Strike,,1,TRUE,FALSE,FALSE,Jan-00,1,0,44,624166,,R,L,,RF,5.72,5/1/2025 0:54,91.1,1904,12:15,18.78,2.92,-6.06,0.61,0.64,2.19,6.37,0.31,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
241,7,Bottom,Nick Del Prado,Ethan Wilson,0,1,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,45,624166,,R,L,,RF,5.58,5/1/2025 0:54,92.38,2047,12:00,19.57,0.18,-5.26,1.42,1.45,2.88,6.47,0.14,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
242,7,Bottom,Nick Del Prado,Ethan Wilson,1,1,Swinging Strike,,1,TRUE,FALSE,FALSE,Jan-00,1,0,46,624166,,R,L,,RF,5.85,5/1/2025 0:55,93.47,1928,12:30,18.27,5.72,-4.53,0.44,0.15,3.73,6.61,0.22,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
243,7,Bottom,Nick Del Prado,Ethan Wilson,1,2,Swinging Strike,strike out,1,TRUE,FALSE,FALSE,Jan-00,1,0,47,624166,,R,L,,RF,5.75,5/1/2025 0:55,86.02,1782,1:00,17.81,9.96,-7.3,1.62,1.21,1.3,6.24,0.53,ChangeUp,"hsla(79, 100%, 32%,1)",,,,,,,,,,Miguel De La Cruz Segura
244,7,Bottom,Nick Del Prado,Alejandro De Aza,0,0,Called Strike,,2,TRUE,FALSE,FALSE,Jan-00,1,0,48,624166,,R,L,,U,5.78,5/1/2025 0:55,92.13,2010,1:00,14.89,7.85,-6.12,1.43,0.98,2.43,6.46,0.3,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
245,7,Bottom,Nick Del Prado,Alejandro De Aza,0,1,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,49,624166,,R,L,,U,5.79,5/1/2025 0:56,86.81,1843,1:00,17.95,9.11,-9.07,1.95,1.48,-0.39,6.28,0.43,ChangeUp,"hsla(188, 100%, 27%, 1)",,,,,,,,,,Miguel De La Cruz Segura
246,7,Bottom,Nick Del Prado,Alejandro De Aza,1,1,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,50,624166,,R,L,,U,5.88,5/1/2025 0:56,92.55,2081,1:00,17.48,8.41,-6.81,-0.31,-0.86,1.58,6.5,0.13,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
247,7,Bottom,Nick Del Prado,Alejandro De Aza,2,1,,double,2,TRUE,FALSE,FALSE,Jan-00,1,0,51,624166,,R,L,,U,5.58,5/1/2025 0:56,93.52,2077,1:00,18.11,9.75,-5.28,1.08,0.34,2.9,6.48,0.15,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
248,7,Bottom,Nick Del Prado,Pearce Howard,0,0,Called Strike,,2,FALSE,TRUE,FALSE,Jan-00,1,0,52,624166,,R,L,3-Jun,OF,5.13,5/1/2025 0:57,82.85,2093,9:00,1.39,-3.86,-6.88,-0.98,0.02,3.41,6.36,0.63,Slider,"hsla(49, 100%, 44%,1)",,,,,,,,,,Miguel De La Cruz Segura
249,7,Bottom,Nick Del Prado,Pearce Howard,0,1,Swinging Strike,,2,FALSE,TRUE,FALSE,Jan-00,1,0,53,624166,,R,L,3-Jun,OF,5.6,5/1/2025 0:57,85.74,1839,1:15,17.62,12.91,-6.96,2.07,1.41,1.69,6.23,0.55,ChangeUp,"hsla(79, 100%, 32%,1)",,,,,,,,,,Miguel De La Cruz Segura
250,7,Bottom,Nick Del Prado,Pearce Howard,0,2,Ball,,2,FALSE,TRUE,FALSE,Jan-00,1,0,54,624166,,R,L,3-Jun,OF,5.57,5/1/2025 0:58,93.52,2128,12:30,17.64,5.61,-4.1,1.57,1.44,4.1,6.53,0.44,Four-Seam,"hsla(321, 100%, 41%, 1)",,,,,,,,,,Miguel De La Cruz Segura
251,7,Bottom,Nick Del Prado,Pearce Howard,1,2,Swinging Strike,strike out,2,FALSE,TRUE,FALSE,Jan-00,1,0,55,624166,,R,L,3-Jun,OF,5.73,5/1/2025 0:58,85.46,1772,1:00,17.83,8.38,-7.4,0.24,0.07,1.24,6.22,0.55,ChangeUp,"hsla(79, 100%, 32%,1)",,,,,,,,,,Miguel De La Cruz Segura
252,8,Top,Jalen Miller,Joseph Rosa,0,0,Called Strike,,0,FALSE,FALSE,FALSE,Jan-00,1,0,32,624166,,R,S,,IF,5.87,5/1/2025 1:00,78.02,2079,1:15,16.73,12.57,-6.03,0.33,0.72,2.99,5.85,1.46,ChangeUp,"hsla(79, 100%, 32%,1)",L,,,,,,,,,Miguel De La Cruz Segura
253,8,Top,Jalen Miller,Joseph Rosa,0,1,Called Strike,,0,FALSE,FALSE,FALSE,Jan-00,1,0,33,624166,,R,S,,IF,5.45,5/1/2025 1:01,88.74,2306,1:00,22.53,10.82,-5.18,-0.68,-0.13,2.48,5.99,1.41,Four-Seam,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
254,8,Top,Jalen Miller,Joseph Rosa,0,2,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,34,624166,,R,S,,IF,5.06,5/1/2025 1:01,78.19,2228,7:30,-0.54,-2.05,-10.94,-4.1,-2.12,-0.15,5.99,1.58,Slider,"hsla(49, 100%, 44%,1)",L,,,,,,,,,Miguel De La Cruz Segura
255,8,Top,Jalen Miller,Joseph Rosa,1,2,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,35,624166,,R,S,,IF,5.66,5/1/2025 1:02,79.21,2209,1:15,16.35,12.13,-6.91,-1.7,-0.95,2.09,5.83,1.65,ChangeUp,"hsla(79, 100%, 32%,1)",L,,,,,,,,,Miguel De La Cruz Segura
256,8,Top,Jalen Miller,Joseph Rosa,2,2,Called Strike,strike out,0,FALSE,FALSE,FALSE,Jan-00,1,0,36,624166,,R,S,,IF,5.84,5/1/2025 1:02,79.3,2390,1:45,14.15,16.73,-6.26,-0.99,-0.73,2.87,5.81,1.59,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
257,8,Top,Jalen Miller,JJ Matijevic,0,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,37,624166,,R,L,,IF,5.93,5/1/2025 1:03,80.61,2356,1:15,17.17,11.21,-7.46,-1.45,-0.89,1.28,5.74,1.39,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
258,8,Top,Jalen Miller,JJ Matijevic,1,0,Called Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,38,624166,,R,L,,IF,5.42,5/1/2025 1:03,89.11,2236,1:00,19.05,9.53,-4.73,0.62,1.25,3.32,6.01,1.46,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
259,8,Top,Jalen Miller,JJ Matijevic,1,1,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,39,624166,,R,L,,IF,6.03,5/1/2025 1:03,80.22,2247,1:15,16.57,12.31,-5.04,-1.39,-0.75,3.74,5.83,1.56,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
260,8,Top,Jalen Miller,JJ Matijevic,2,1,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,40,624166,,R,L,,IF,5.81,5/1/2025 1:03,77.76,2290,2:00,12.4,18.61,-8.53,1.13,1.03,0.99,5.73,1.53,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
261,8,Top,Jalen Miller,JJ Matijevic,3,1,Called Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,41,624166,,R,L,,IF,5.48,5/1/2025 1:04,88.3,2264,12:30,22.18,5.96,-5.11,0.18,0.94,2.75,5.97,1.27,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
262,8,Top,Jalen Miller,JJ Matijevic,3,2,,Walk,1,FALSE,FALSE,FALSE,Jan-00,1,0,42,624166,,R,L,,IF,5.81,5/1/2025 1:04,77.28,2187,1:15,17.25,12.05,-7.88,-0.95,-0.28,1.28,5.79,1.6,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
263,8,Top,Jalen Miller,James Nelson,0,0,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,43,624166,,R,R,,IF,5.56,5/1/2025 1:05,89.91,2261,12:45,23.36,9.61,-3.25,-1.31,-1,4.12,5.93,1.02,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
264,8,Top,Jalen Miller,James Nelson,1,0,Foul,,1,TRUE,FALSE,FALSE,Jan-00,1,0,44,624166,,R,R,,IF,5.56,5/1/2025 1:05,86.87,2151,12:45,23.47,8.91,-4.59,-0.38,0.1,3.11,5.94,1.19,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
265,8,Top,Jalen Miller,James Nelson,1,1,,fly out to the first baseman,1,TRUE,FALSE,FALSE,Jan-00,1,0,45,624166,,R,R,,IF,5.59,5/1/2025 1:05,78.18,2271,1:30,15.49,14.08,-7.69,-0.39,-0.16,1.47,5.81,1.38,ChangeUp,"hsla(188, 100%, 27%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
266,8,Top,Jalen Miller,Bobby Bradley,0,0,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,46,624166,,R,L,,IF,5.6,5/1/2025 1:06,89.57,2254,12:15,21.62,3.8,-6.33,-2.78,-1.86,1.34,5.88,1.05,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
267,8,Top,Jalen Miller,Bobby Bradley,1,0,Foul,,2,TRUE,FALSE,FALSE,Jan-00,1,0,47,624166,,R,L,,IF,5.54,5/1/2025 1:06,90.33,2336,12:30,24.27,6.58,-4.04,-0.76,-0.32,3.23,5.86,0.94,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
268,8,Top,Jalen Miller,Bobby Bradley,1,1,Called Strike,,2,TRUE,FALSE,FALSE,Jan-00,1,0,48,624166,,R,L,,IF,5.94,5/1/2025 1:07,78.27,2228,1:30,18.07,15.45,-5.96,-1.09,-0.89,2.89,5.72,1.4,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
269,8,Top,Jalen Miller,Bobby Bradley,1,2,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,49,624166,,R,L,,IF,5.61,5/1/2025 1:08,89.87,2311,1:00,19.15,11.1,-2.88,-0.34,-0.28,4.92,6,0.96,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
270,8,Top,Jalen Miller,Bobby Bradley,2,2,Foul,,2,TRUE,FALSE,FALSE,Jan-00,1,0,50,624166,,R,L,,IF,5.62,5/1/2025 1:08,81.98,2312,1:15,18.54,13.84,-6.03,0.64,0.64,2.47,5.81,1.19,ChangeUp,"hsla(188, 100%, 27%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
271,8,Top,Jalen Miller,Bobby Bradley,2,2,,hbp,2,TRUE,FALSE,FALSE,Jan-00,1,0,51,624166,,R,L,,IF,5.63,5/1/2025 1:08,89.17,2260,1:00,21.34,10.13,-3.41,-1.18,-0.95,4.1,5.85,0.99,Four-Seam,"hsla(321, 100%, 41%, 1)",L,,,,,,,,,Miguel De La Cruz Segura
272,8,Top,Jalen Miller,Travis Demeritte,0,0,Ball,,2,TRUE,TRUE,FALSE,Jan-00,1,0,52,624166,,R,R,,IF,5.52,5/1/2025 1:09,87.69,2203,12:45,22.01,8.12,-5.91,0.96,1.39,1.92,5.93,1.16,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
273,8,Top,Jalen Miller,Travis Demeritte,1,0,,fly out to the catcher,2,TRUE,TRUE,FALSE,Jan-00,1,0,53,624166,,R,R,,IF,5.39,5/1/2025 1:09,86.83,2329,12:30,23.02,7.11,-5.26,-0.53,-0.06,2.58,6,1.03,Four-Seam,"hsla(321, 100%, 41%, 1)",R,,,,,,,,,Miguel De La Cruz Segura
274,8,Bottom,Frank Moscatiello,Brett Barrera,0,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,1,624166,,R,R,Jun-00,3B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
275,8,Bottom,Frank Moscatiello,Brett Barrera,1,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,2,624166,,R,R,Jun-00,3B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
276,8,Bottom,Frank Moscatiello,Brett Barrera,2,0,Called Strike,,0,FALSE,FALSE,FALSE,Jan-00,1,0,3,624166,,R,R,Jun-00,3B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
277,8,Bottom,Frank Moscatiello,Brett Barrera,2,1,,fly out,0,FALSE,FALSE,FALSE,Jan-00,1,0,4,624166,,R,R,Jun-00,3B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
278,8,Bottom,Frank Moscatiello,Gio Digiacomo,0,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,5,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
279,8,Bottom,Frank Moscatiello,Gio Digiacomo,1,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,6,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
280,8,Bottom,Frank Moscatiello,Gio Digiacomo,2,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,7,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
281,8,Bottom,Frank Moscatiello,Gio Digiacomo,3,0,Called Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,8,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
282,8,Bottom,Frank Moscatiello,Gio Digiacomo,3,1,Swinging Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,9,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
283,8,Bottom,Frank Moscatiello,Gio Digiacomo,3,2,,Walk,1,FALSE,FALSE,FALSE,Jan-00,1,0,10,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
284,8,Bottom,Frank Moscatiello,Joe Suozzi,0,0,Swinging Strike,,1,TRUE,FALSE,FALSE,Jan-00,1,0,11,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
285,8,Bottom,Frank Moscatiello,Joe Suozzi,0,1,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,12,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
286,8,Bottom,Frank Moscatiello,Joe Suozzi,1,1,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,13,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
287,8,Bottom,Frank Moscatiello,Joe Suozzi,2,1,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,14,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
288,8,Bottom,Frank Moscatiello,Joe Suozzi,3,1,,Walk,1,TRUE,FALSE,FALSE,Jan-00,1,0,15,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
289,8,Bottom,Frank Moscatiello,Dwight Childs,0,0,Called Strike,,1,TRUE,TRUE,FALSE,Jan-00,1,0,16,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
290,8,Bottom,Frank Moscatiello,Dwight Childs,0,1,,single,1,TRUE,TRUE,FALSE,Jan-00,1,0,17,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
291,8,Bottom,Frank Moscatiello,Jackson Loftin,0,0,Ball,,1,TRUE,TRUE,FALSE,Jan-00,1,0,18,624166,,R,R,2-Jun,U,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
292,8,Bottom,Frank Moscatiello,Jackson Loftin,1,0,Ball,,1,TRUE,TRUE,FALSE,Jan-00,1,0,19,624166,,R,R,2-Jun,U,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
293,8,Bottom,Frank Moscatiello,Jackson Loftin,2,0,,fly out to right field,1,TRUE,TRUE,FALSE,Jan-00,1,0,20,624166,,R,R,2-Jun,U,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
294,8,Bottom,Frank Moscatiello,John Taylor,0,0,Called Strike,,2,TRUE,TRUE,FALSE,Jan-00,1,0,21,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
295,8,Bottom,Frank Moscatiello,John Taylor,0,1,Ball,,2,TRUE,TRUE,FALSE,Jan-00,1,0,22,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
296,8,Bottom,Frank Moscatiello,John Taylor,1,1,Ball,,2,TRUE,TRUE,FALSE,Jan-00,1,0,23,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
297,8,Bottom,Frank Moscatiello,John Taylor,2,1,Ball,,2,TRUE,TRUE,FALSE,Jan-00,1,0,24,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
298,8,Bottom,Frank Moscatiello,John Taylor,3,1,Foul,,2,TRUE,TRUE,FALSE,Jan-00,1,0,25,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
299,8,Bottom,Frank Moscatiello,John Taylor,3,2,,Walk,2,TRUE,TRUE,FALSE,Jan-00,1,0,26,624166,,R,L,,2B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
300,8,Bottom,Frank Moscatiello,Ethan Wilson,0,0,Foul,,2,TRUE,TRUE,TRUE,Jan-00,1,0,27,624166,,R,L,,RF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
301,8,Bottom,Frank Moscatiello,Ethan Wilson,0,1,Swinging Strike,,2,TRUE,TRUE,TRUE,Jan-00,1,0,28,624166,,R,L,,RF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
302,8,Bottom,Frank Moscatiello,Ethan Wilson,0,2,Swinging Strike,strike out,2,TRUE,TRUE,TRUE,Jan-00,1,0,29,624166,,R,L,,RF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
303,9,Top,Tom King,Zach Daniels,0,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,1,624166,,R,R,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
304,9,Top,Tom King,Zach Daniels,1,0,Ball,,0,FALSE,FALSE,FALSE,Jan-00,1,0,2,624166,,R,R,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
305,9,Top,Tom King,Zach Daniels,2,0,,fly out to center field,0,FALSE,FALSE,FALSE,Jan-00,1,0,3,624166,,R,R,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
